name,address_street,city,state,zip,country,phone,website,google_maps_url,category_primary,category_secondary,google_rating,google_reviews_count,hours,review_keywords,hour
Pampanga's Bakery,12226 Artesia Blvd,Artesia,CA,90701,US,(562) 403-1590,https://www.pampangasbakery.com/,https://www.google.com/maps/place/Pampanga%27s+Bakery/data=!4m7!3m6!1s0x80dd2dbf2c435c77:0x54d0dcb9eee0f3b8!8m2!3d33.872757!4d-118.0715617!16s%2Fg%2F11h44jm6js!19sChIJd1xDLL8t3YARuPPg7rnc0FQ?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",Quick Bites & Turo-Turo,4.4,193,7 AM-8 PM,"turon, sweet, filipino, pandesal, price, ube, senorita bread, sisig, ensaymada, kutsinta",
Panderia Bakery,E Ivy St,Fallbrook,CA,92028,US,,,https://www.google.com/maps/place/Panderia+Bakery/data=!4m7!3m6!1s0x80dc7e9687762819:0xb160af55c3ca2182!8m2!3d33.3838394!4d-117.2504083!16s%2Fg%2F11qg2y8p8x!19sChIJGSh2h5Z-3IARgiHKw1WvYLE?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.7,6,,,
"Peachy's Food To Go, LLC",355 N Guild Ave,Lodi,CA,95240,US,(209) 684-8664,https://www.peachysfoodtogo.com/,"https://www.google.com/maps/place/Peachy%27s+Food+To+Go,+LLC/data=!4m7!3m6!1s0x809013a762ba0057:0xab21be48b9c91a33!8m2!3d38.1381816!4d-121.2487512!16s%2Fg%2F11kqxqt217!19sChIJVwC6YqcTkIARMxrJuUi-Ias?authuser=0&hl=en&rclk=1","Bakery, Dessert & Cafe",Quick Bites & Turo-Turo,5,5,8 AM-5 PM,,
Pilipino restaurant,439 W Stocker St,Glendale,CA,91202,US,(818) 270-0407,,https://www.google.com/maps/place/Pilipino+restaurant/data=!4m7!3m6!1s0x80c2c04878363dcb:0x1df31fb8977a078a!8m2!3d34.1633428!4d-118.2641901!16s%2Fg%2F11bx4byqq0!19sChIJyz02eEjAwoARigd6l7gf8x0?authuser=0&hl=en&rclk=1,Restaurant,,4,1,,,
Pinas Food House,3756 W Ave 40 L,Glassell Park,CA,90065,US,(323) 547-3314,,https://www.google.com/maps/place/Pinas+Food+House/data=!4m7!3m6!1s0x80c2c100234a0f1d:0xdecbb023da34790!8m2!3d34.1195629!4d-118.2276413!16s%2Fg%2F11xdgd9tp3!19sChIJHQ9KIwDBwoARkEejPQK77A0?authuser=0&hl=en&rclk=1,Restaurant,"Bakery, Dessert & Cafe",4.6,11,7 AM-7 PM,"price, coffee, parking",
Pinay Tess Restaurant,1336 W Willow St #104,Long Beach,CA,90810,US,,,https://www.google.com/maps/place/Pinay+Tess+Restaurant/data=!4m7!3m6!1s0x80dd35004f1f8a23:0x80f34051e76d2715!8m2!3d33.804056!4d-118.209847!16s%2Fg%2F11vsynys9c!19sChIJI4ofTwA13YARFSdt51FA84A?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",Restaurant,4.2,9,,"filipino, ube",
Pinoy Pam's Best,23635 El Toro Rd Ste G,Laguna Hills,CA,92653,US,(949) 292-7695,https://pinoypamsbest.com/,https://www.google.com/maps/place/Pinoy+Pam%27s+Best/data=!4m7!3m6!1s0x14e3d9dc197cd5bb:0x5a934cefc788020f!8m2!3d33.6201528!4d-117.7041556!16s%2Fg%2F1hc1yl04z!19sChIJu9V8GdzZ4xQRDwKIx-9Mk1o?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4,431,7 AM-7 PM,"grocery, to go, market, choices, review, products, area, salty, cash, home",
Pinoy Sa-Wrap,860 E Carson St,Carson,CA,90745,US,(310) 684-1702,https://www.pinoysawrap.com/,https://www.google.com/maps/place/Pinoy+Sa-Wrap/data=!4m7!3m6!1s0x80dd3552fa6c2bf5:0x31b4c761c3ceeb15!8m2!3d33.8306965!4d-118.2599508!16s%2Fg%2F11xgk28s22!19sChIJ9Sts-lI13YARFevOw2HHtDE?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,5,3,8 AM-5 PM,,
Pinoydash Asian Grocery and Market,15575 7th St,Lathrop,CA,95330,US,(209) 302-9794,https://www.pinoydash.asia/,https://www.google.com/maps/place/Pinoydash+Asian+Grocery+and+Market/data=!4m7!3m6!1s0x80901500100db31f:0xd126724cba795088!8m2!3d37.8206895!4d-121.2758958!16s%2Fg%2F11wh6vr9cg!19sChIJH7MNEAAVkIARiFB5ukxyJtE?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,5,8,8 AM-8 PM,"price, snacks, selection",
Russ Fam Kitchen,1216 Hillside Blvd,Daly City,CA,94014,US,(510) 691-3658,http://russfamkitchen.cococart.co/,https://www.google.com/maps/place/Russ+Fam+Kitchen/data=!4m7!3m6!1s0x808f7d0074d1a673:0xfec1c5504e52152d!8m2!3d37.6858497!4d-122.4597385!16s%2Fg%2F11y8lxk2mf!19sChIJc6bRdAB9j4ARLRVSTlDFwf4?authuser=0&hl=en&rclk=1,Restaurant,,4.6,27,2-7 PM,"tacos, isaw, dinakdakan, birria, lechon kawali, lumpia, dubai chocolate, filipino, chicken wings, gas station",
Sarap Bakersfield,600 Coffee Rd Suite U,Bakersfield,CA,93309,US,(661) 742-9868,https://www.instagram.com/sarapbakersfield/?hl=en,https://www.google.com/maps/place/Sarap+Bakersfield/data=!4m7!3m6!1s0x80ea43df52adbddf:0x5bff61408cfca924!8m2!3d35.360295!4d-119.0918734!16s%2Fg%2F11ydh1nn3z!19sChIJ372tUt9D6oARJKn8jEBh_1s?authuser=0&hl=en&rclk=1,Restaurant,,5,1,9 AM-8 PM,,
Seafood City Supermarket Hayward,24536 Hesperian Blvd,Hayward,CA,94545,US,(510) 300-8070,https://www.seafoodcity.com/store-locations/hayward/,https://www.google.com/maps/place/Seafood+City+Supermarket+Hayward/data=!4m7!3m6!1s0x808f911c29773acb:0xa5a8eb3611135ab8!8m2!3d37.6491447!4d-122.1063967!16s%2Fg%2F11h650jm76!19sChIJyzp3KRyRj4ARuFoTETbrqKU?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,4.4,837,8 AM-9 PM,"filipino food, fish, clean, produce, bakery, asian cuisine, food court, ingredients, BBQ, grill",
Seafood City Supermarket,131 W Carson St,Carson,CA,90745,US,(310) 834-9700,http://www.seafoodcity.com/,https://www.google.com/maps/place/Seafood+City+Supermarket/data=!4m7!3m6!1s0x80dd356a676562f1:0xd4f17ce2ea4716f5!8m2!3d33.8321571!4d-118.2795562!16s%2Fg%2F1tdzg997!19sChIJ8WJlZ2o13YAR9RZH6uJ88dQ?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,4.2,2194,8 AM-9 PM,"filipino food, fresh, asian, fry, grill, varieties, fast food, check, aisles, BBQ",
Seafood City Supermarket,134-140 S Vermont Ave,Los Angeles,CA,90004,US,(213) 365-9100,http://www.seafoodcity.com/,https://www.google.com/maps/place/Seafood+City+Supermarket/data=!4m7!3m6!1s0x80c2c7669bbdcad5:0x8aa28d41d093590e!8m2!3d34.0718598!4d-118.291313!16s%2Fg%2F1hc53t5rw!19sChIJ1cq9m2bHwoARDlmT0EGNooo?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.2,2411,8 AM-9 PM,"shellfish, filipino food, asian food, fried fish, fresh fish, seafood market, fresco, mojarra, tilapia, crab",
Seafood City Supermarket,2180 Barranca Pkwy,Irvine,CA,92606,US,(949) 208-3487,http://www.seafoodcity.com/,https://www.google.com/maps/place/Seafood+City+Supermarket/data=!4m7!3m6!1s0x80dcdea1162c236d:0x5d52201fd398df74!8m2!3d33.6992517!4d-117.8363841!16s%2Fg%2F11b6q3hzqx!19sChIJbSMsFqHe3IARdN-Y0x8gUl0?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,4.3,651,8 AM-9 PM,"filipino food, fish, clean, bakery, grill, fresh, asian food, to go, fast food, ingredients",
Seafood City Supermarket,285 E Orange Ave,Chula Vista,CA,91911,US,(619) 621-2050,http://www.seafoodcity.com/,https://www.google.com/maps/place/Seafood+City+Supermarket/data=!4m7!3m6!1s0x80d94e8f44249835:0xbbbff3e105b783ed!8m2!3d32.6051147!4d-117.0409285!16s%2Fg%2F1thq0_fq!19sChIJNZgkRI9O2YAR7YO3BeHzv7s?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,4.3,1726,8 AM-9 PM,"filipino food, food court, clean, bakery, pandesal, cashiers, fried, shellfish, fresh fish, fast food",
Seafood City,17202 Norwalk Blvd,Cerritos,CA,90703,US,(562) 207-4421,http://www.seafoodcity.com/,https://www.google.com/maps/place/Seafood+City/data=!4m7!3m6!1s0x80dd2d1b48ec6085:0xd2561bdb1591fa30!8m2!3d33.8745951!4d-118.0712128!16s%2Fg%2F1tmbwf6h!19sChIJhWDsSBst3YARMPqRFdsbVtI?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,4.3,2042,8 AM-9 PM,"filipino food, produce, grill, asian food, ingredients, snacks, pork, fast food, needs, delicacies",
Seafood City,2700 Colorado Blvd Suite #140,Los Angeles,CA,90041,US,(323) 543-2660,http://www.seafoodcity.com/,https://www.google.com/maps/place/Seafood+City/data=!4m7!3m6!1s0x80c2c16c530931f5:0xcadb4dc00ad574e5!8m2!3d34.1408333!4d-118.2252778!16s%2Fg%2F1tf7mv1v!19sChIJ9TEJU2zBwoAR5XTVCsBN28o?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,4.2,1394,8 AM-9 PM,"filipino food, produce, asian food, ingredients, shellfish, bbq, pork, crabs, fast food, social distancing",
Seafood Ranch Market,117 E 223rd St,Carson,CA,90745,US,(310) 518-5888,,https://www.google.com/maps/place/Seafood+Ranch+Market/data=!4m7!3m6!1s0x80dd35a6106233c5:0xf2238de8fee743fa!8m2!3d33.824598!4d-118.2753693!16s%2Fg%2F1tr8lwy8!19sChIJxTNiEKY13YAR-kPn_uiNI_I?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.3,220,8:30 AM-7 PM,"fry, prices, cashier, fresco",
Seafood Ranch Market,3756 W Ave 40 suite n,Los Angeles,CA,90065,US,(323) 255-7827,http://www.americanranchmarket.com/,https://www.google.com/maps/place/Seafood+Ranch+Market/data=!4m7!3m6!1s0x80c2c149c1ad1e65:0x3b0826e6050bce85!8m2!3d34.1195409!4d-118.227733!16s%2Fg%2F1tgf3gz8!19sChIJZR6twUnBwoARhc4LBeYmCDs?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.3,132,8 AM-7:30 PM,"grocery, price, filipino food, fresh, meat, asian food, buffet, salmon, selection, sell",
Sig's Little Kitchen,480 San Ramon Valley Blvd #A2,Danville,CA,94526,US,(925) 718-5770,https://www.facebook.com/sigslittlekitchen/,https://www.google.com/maps/place/Sig%27s+Little+Kitchen/data=!4m7!3m6!1s0x808f8d3751c116bf:0x37e5209c51ecfa9c!8m2!3d37.8190922!4d-121.9956658!16s%2Fg%2F11f62_fb66!19sChIJvxbBUTeNj4ARnPrsUZwg5Tc?authuser=0&hl=en&rclk=1,Restaurant,,4.7,12,,"bowl, wrap, sisig",
Silog Rice Above,10959 Kinross Ave,Los Angeles,CA,90024,US,(323) 926-8767,https://www.silogriceabove.com/,https://www.google.com/maps/place/Silog+Rice+Above/data=!4m7!3m6!1s0x80c2bd677c551ef7:0x176121ae2bd5734a!8m2!3d34.0601595!4d-118.4469953!16s%2Fg%2F11lp8t600b!19sChIJ9x5VfGe9woARSnPVK64hYRc?authuser=0&hl=en&rclk=1,Quick Bites & Turo-Turo,Restaurant,5,1,8 AM-3 PM,,
Smorgasburg (Los Angeles),777 S Alameda St,Los Angeles,CA,90021,US,,http://la.smorgasburg.com/,https://www.google.com/maps/place/Smorgasburg+%28Los+Angeles%29/data=!4m7!3m6!1s0x80c2c62f7b047c81:0x65fba4816d4a10de!8m2!3d34.0351184!4d-118.241724!16s%2Fg%2F11bzt6_g7p!19sChIJgXwEey_GwoAR3hBKbYGk-2U?authuser=0&hl=en&rclk=1,Food Truck & Pop-Up,Quick Bites & Turo-Turo,4.6,3772,10 AM-4 PM,"vendors, vegan, food trucks, beer garden, foodie, food festival, lobster roll, dumplings, smorgasbord, musubi",
Starbread Anaheim,2424 W Ball Rd Suite Z,Anaheim,CA,92804,US,(714) 236-5099,,https://www.google.com/maps/place/Starbread+Anaheim/data=!4m7!3m6!1s0x80dd29a1ed548a7b:0x748193b6009a107f!8m2!3d33.8170574!4d-117.9696287!16s%2Fg%2F11j86zpylz!19sChIJe4pU7aEp3YARfxCaALaTgXQ?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.5,190,6 AM-6 PM,"senorita bread, buttery, donuts, oven, prices, rolls, malasadas, ube, box, dulce de leche",
Starbread Bakery Cerritos,17216 Norwalk Blvd,Cerritos,CA,90703,US,(562) 916-7827,,https://www.google.com/maps/place/Starbread+Bakery+Cerritos/data=!4m7!3m6!1s0x80dd2d021ab01ebd:0x5d68052c7e2f64fe!8m2!3d33.8741507!4d-118.0713294!16s%2Fg%2F11vjgqdx4w!19sChIJvR6wGgIt3YAR_mQvfiwFaF0?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.3,43,6 AM-6 PM,"senorita bread, price, malasadas, donuts, fillings, tip, sale, icing, coffee",
Starbread Bakery,103 W Carson St,Carson,CA,90745,US,(310) 935-2163,,https://www.google.com/maps/place/Starbread+Bakery/data=!4m7!3m6!1s0x80dd354baf2b79c5:0xfb2ae13f0286b311!8m2!3d33.8319791!4d-118.2787031!16s%2Fg%2F11plk0yh9f!19sChIJxXkrr0s13YAREbOGAj_hKvs?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.6,97,7 AM-7 PM,"senorita bread, donuts, malasadas, price, box, sweet bread, guava, addictive, ube, buttercream",
Starbread Bakery,520 Broadway #2,Chula Vista,CA,91910,US,(619) 500-5352,,https://www.google.com/maps/place/Starbread+Bakery/data=!4m7!3m6!1s0x80d94d4674d7d9a9:0x8f5b0ec027bfe33c!8m2!3d32.6301473!4d-117.0898101!16s%2Fg%2F11t2zjhc52!19sChIJqdnXdEZN2YARPOO_J8AOW48?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.7,206,6 AM-6 PM,"senorita bread, donuts, malasadas, buttery, prices, sugar, filling, so delicious, ube donut, soft opening",
Sweet Dreams Bakery,7743 El Camino Real,Colma,CA,94014,US,(650) 755-8337,http://www.sweet-dreams-bakery.com/,https://www.google.com/maps/place/Sweet+Dreams+Bakery/data=!4m7!3m6!1s0x808f7c09896817c3:0xb68ad5603b199246!8m2!3d37.6838144!4d-122.4633994!16s%2Fg%2F1tffv4z7!19sChIJwxdoiQl8j4ARRpIZO2DVirY?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.6,48,10:30 AM-6 PM,"cupcakes, cookies, macarons, ube, red velvet, birthday, frosting, flavor, pudding",
Tambuli Market,126 W Carson St,Carson,CA,90745,US,(310) 549-4251,http://tambuli-market.paqe.io/,https://www.google.com/maps/place/Tambuli+Market/data=!4m7!3m6!1s0x80dd356af99a3df9:0x4d4a9232eceeee7c!8m2!3d33.8308202!4d-118.2786664!16s%2Fg%2F1hc3rkh40!19sChIJ-T2a-Wo13YARfO7u7DKSSk0?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.2,177,8:30 AM-8 PM,"prices, fish, filipino food, home",
Tambuli Seafood Market,1100 N Vermont Ave,Los Angeles,CA,90029,US,(323) 928-2913,,https://www.google.com/maps/place/Tambuli+Seafood+Market/data=!4m7!3m6!1s0x80c2c7517abd42c1:0xdcf6384dccd19eb0!8m2!3d34.0912202!4d-118.2913512!16s%2Fg%2F11fx2vz_7f!19sChIJwUK9elHHwoARsJ7RzE049tw?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.2,208,8 AM-8 PM,"fried, prices, frescoes, receipt, cleaning, shrimp, cash register, check, parking, pay",
Tambuli Seafood Market,4700 Lincoln Ave,Cypress,CA,90630,US,(714) 484-3445,,https://www.google.com/maps/place/Tambuli+Seafood+Market/data=!4m7!3m6!1s0x80dd2c26e405ff79:0xc4d8a891ac5f8b8!8m2!3d33.8311945!4d-118.0496764!16s%2Fg%2F1tg_gb_7!19sChIJef8F5CYs3YARuPjFGomKTQw?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.1,418,8 AM-6:30 PM,"fish, prices, filipino food, fresh, cashier, smell, asian market, people, mangoes, needs",
Tambuli Supermarket,2520 Santa Fe Ave,Long Beach,CA,90810,US,(562) 988-2707,,https://www.google.com/maps/place/Tambuli+Supermarket/data=!4m7!3m6!1s0x80dd340e7b0bafdf:0xa2cf986100107c8e!8m2!3d33.8027806!4d-118.215207!16s%2Fg%2F11b7cdv5q2!19sChIJ368Lew403YARjnwQAGGYz6I?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,4,425,8 AM-7 PM,"fish, prices, filipino food, smell, to go, ingredients, pancit, fast food, produce, adobo",
The Bread Basket Bakery,7099 Mission St,Daly City,CA,94014,US,(650) 994-7741,http://www.breadbasketdalycity.com/,https://www.google.com/maps/place/The+Bread+Basket+Bakery/data=!4m7!3m6!1s0x808f7c13c5917003:0x1f0521c0487196bd!8m2!3d37.694503!4d-122.464548!16s%2Fg%2F1v41_psn!19sChIJA3CRxRN8j4ARvZZxSMAhBR8?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.3,21,6:30 AM-3 PM,"pandesal, croissant",
The Mochi Donut Shop Daly City,7 San Pedro Rd,Daly City,CA,94014,US,(415) 347-7113,,https://www.google.com/maps/place/The+Mochi+Donut+Shop+Daly+City/data=!4m7!3m6!1s0x808f7df59d77ab83:0x759a382df7381aa5!8m2!3d37.6886934!4d-122.4668656!16s%2Fg%2F11s69ryl_8!19sChIJg6t3nfV9j4ARpRo49y04mnU?authuser=0&hl=en&rclk=1,Restaurant,"Bakery, Dessert & Cafe",4.3,59,10 AM-8 PM,"mochi donuts, rice, ube, boba, fried chicken, sweetness, matcha, korean corn dogs, vietnamese coffee, funnel cake",
The Noypitz Bar & Grill,7591 E Carson St,Long Beach,CA,90808,US,(562) 606-0018,https://noypitzholding.com/,https://www.google.com/maps/place/The+Noypitz+Bar+%26+Grill/data=!4m7!3m6!1s0x80dd2d002199f865:0x598b2dbce6e43b2d!8m2!3d33.8303074!4d-118.0860684!16s%2Fg%2F11wc522y0j!19sChIJZfiZIQAt3YARLTvk5rwti1k?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.2,17,11 AM-9 PM,"lechon, credit card, music, party, atmosphere, prices",
Tita Riza's Filipino Market,501w Mobil Ave,Camarillo,CA,93010,US,(805) 702-4288,,https://www.google.com/maps/place/Tita+Riza%27s+Filipino+Market/data=!4m7!3m6!1s0x80e837990a034321:0x8af491e820d66ab!8m2!3d34.2214159!4d-119.0432603!16s%2Fg%2F11hfpzcz9q!19sChIJIUMDCpk36IARq2YNgh5Jrwg?authuser=0&hl=en&rclk=1,Supermarket & Grocery,"Bakery, Dessert & Cafe",4.7,30,10 AM-4 PM,"filipino food, lumpia, pork, pancit, sinigang, adobo, bangus, siopao, fried, dessert",
Traballo's Backyard BBQ,3001 Bayshore Rd suite 1,Benicia,CA,94510,US,(831) 529-4648,https://www.instagram.com/backyardbbq707/?hl=en,https://www.google.com/maps/place/Traballo%E2%80%99s+Backyard+BBQ/data=!4m7!3m6!1s0x80856fb01263ca77:0x7ec7767488800d63!8m2!3d38.0622743!4d-122.1291163!16s%2Fg%2F11k5yb9z8k!19sChIJd8pjErBvhYARYw2AiHR2x34?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.4,136,6 AM-4 PM,"ribs, brisket, potato salad, price, tri tip, sandwich, pulled pork, lumpia, tacos, birria",
Tropa Modern Filipino,3400 Mount Diablo Blvd,Lafayette,CA,94549,US,(925) 900-8861,https://www.tropaeats.com/,https://www.google.com/maps/place/Tropa+Modern+Filipino/data=!4m7!3m6!1s0x808562464b651643:0x8d9891731e3459dd!8m2!3d37.8941447!4d-122.1093937!16s%2Fg%2F11xdw5mk_q!19sChIJQxZlS0ZihYAR3Vk0HnORmI0?authuser=0&hl=en&rclk=1,Quick Bites & Turo-Turo,,4.9,23,5-10 PM,"cocktails, pancit, adobo, filipino food, garlic rice, plantains, sticky ribs, sisig, chicken lumpia, grilled octopus",
Valerio's Bakehouse,2180 Barranca Pkwy,Irvine,CA,92606,US,,,https://www.google.com/maps/place/Valerio%E2%80%99s+Bakehouse/data=!4m7!3m6!1s0x80dcdea1162c236d:0xa2dfbc69d5397285!8m2!3d33.6992507!4d-117.8364038!16s%2Fg%2F11c2p_r76m!19sChIJbSMsFqHe3IARhXI51Wm836I?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",Quick Bites & Turo-Turo,3.1,41,7 AM-9 PM,"pandesal, ube, filling, sweet, turon, hopia",
Valerios City Bakery,17210 Norwalk Blvd,Cerritos,CA,90703,US,(562) 402-3244,https://www.valeriosbakery.com/,https://www.google.com/maps/place/Valerios+City+Bakery/data=!4m7!3m6!1s0x80dd2d1b48e5edbf:0x4b5088f4dcd0c31a!8m2!3d33.8742802!4d-118.0713515!16s%2Fg%2F1ttyx11g!19sChIJv-3lSBst3YARGsPQ3PSIUEs?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4,33,7 AM-6 PM,"pandesal, chicken, taho, ube, empanadas",
Willie's Catering and Restaurant,7199 Mission St,Daly City,CA,94014,US,(650) 756-2220,,https://www.google.com/maps/place/Willie%E2%80%99s+Catering+and+Restaurant/data=!4m7!3m6!1s0x808f7d0014085ed5:0xc5e7aa92bd9e079f!8m2!3d37.6938109!4d-122.4646251!16s%2Fg%2F11lycd3lm5!19sChIJ1V4IFAB9j4ARnweevZKq58U?authuser=0&hl=en&rclk=1,Restaurant,,3.7,7,,dinuguan,
MJ Pinoy Creations,245 Yale St,Hemet,CA,92544,US,(951) 282-1631,,https://www.google.com/maps/place/MJ+Pinoy+Creations/data=!4m7!3m6!1s0x80db6f5b5c241b67:0x8499fcd314f8d168!8m2!3d33.7501719!4d-116.9499703!16s%2Fg%2F11l6sjb8s2!19sChIJZxskXFtv24ARaNH4FNP8mYQ?authuser=0&hl=en&rclk=1,Catering,,0,0,,,
TATAK PINOY BBQ,401 Nogales St,La Puente,CA,91744,US,(626) 216-3783,,https://www.google.com/maps/place/TATAK+PINOY+BBQ/data=!4m7!3m6!1s0x80c32bc866bb63c7:0x860ba568825aabda!8m2!3d34.0094616!4d-117.8888427!16s%2Fg%2F11wpq2r_4d!19sChIJx2O7Zsgrw4AR2qtagmilC4Y?authuser=0&hl=en&rclk=1,Other,,0,0,6-10 PM,,
Filipino Village,2408 County Rd I,Mounds View,MN,55112,US,(612) 850-0542,https://www.facebook.com/Filipino-Village-Grocery-Store-115629490265679,https://www.google.com/maps/place/Filipino+Village/data=!4m7!3m6!1s0x52b325b8938acfdf:0x312d33d4d05e93e0!8m2!3d45.1075917!4d-93.2035562!16s%2Fg%2F11lgjrxfm7!19sChIJ38-Kk7gls1IR4JNe0NQzLTE?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.8,123,10 AM-7 PM,"filipino food, prices, door, selection, lumpia, snacks, parking",
KUSINA A Pinoy Turo Turo Restaurant,2408 County Rd I,Mounds View,MN,55112,US,(612) 251-1241,http://www.kusinaflavors.com/,https://www.google.com/maps/place/KUSINA+A+Pinoy+Turo+Turo+Restaurant/data=!4m7!3m6!1s0x52b3252866759019:0x38e7221beb5ecaa!8m2!3d45.1075985!4d-93.203439!16s%2Fg%2F11t9__6p8d!19sChIJGZB1Zigls1IRquy1viFyjgM?authuser=0&hl=en&rclk=1,Restaurant,,4.9,551,11 AM-7 PM,"halo halo, chicken adobo, pork belly, humba, ube ice cream, grocery store, door, egg rolls, lechon belly, hot sauce",
Phil Oriental Imports,789 University Ave W,St Paul,MN,55104,US,(651) 292-1325,,https://www.google.com/maps/place/Phil+Oriental+Imports/data=!4m7!3m6!1s0x87f62a819298d6ef:0x3a662c060cf95c5f!8m2!3d44.9560554!4d-93.1334763!16s%2Fg%2F1vk6zsqb!19sChIJ79aYkoEq9ocRX1z5DAYsZjo?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.4,243,10:30 AM-7 PM,"filipino food, prices, food truck, snacks, ingredients, BBQ, takeout, lumpia, halo halo, pancit",
Pinoy Fusion,789 University Ave W,St Paul,MN,55104,US,,https://www.facebook.com/Pinoyfusion/,https://www.google.com/maps/place/Pinoy+Fusion/data=!4m7!3m6!1s0x87f62a81ed6fffff:0xa37465f0c8557276!8m2!3d44.9560736!4d-93.1334878!16s%2Fg%2F11fll64flr!19sChIJ__9v7YEq9ocRdnJVyPBldKM?authuser=0&hl=en&rclk=1,Restaurant,,4.5,29,11 AM-5 PM,"lechon kawali, price, deli, pork",
Cajupinos food truck,1703 Soybean St,Sulphur,LA,70663,US,(337) 909-4222,,https://www.google.com/maps/place/Cajupinos+food+truck/data=!4m7!3m6!1s0x863b8d7ce3f38475:0x7ba4d6f38df80de5!8m2!3d30.2501653!4d-93.3588974!16s%2Fg%2F11jh_vyy9t!19sChIJdYTz43yNO4YR5Q34jfPWpHs?authuser=0&hl=en&rclk=1,Restaurant,,5,3,,prices,
Little Kitchen,940 O'Neal Ln,Baton Rouge,LA,70816,US,(225) 329-4678,https://www.facebook.com/profile.php?id=100090750182895&mibextid=ZbWKwL,https://www.google.com/maps/place/Little+Kitchen/data=!4m7!3m6!1s0x8626bde1e57f3f5b:0x99923accc45581e2!8m2!3d30.4549067!4d-91.0087511!16s%2Fg%2F11v_5_v2d3!19sChIJWz9_5eG9JoYR4oFVxMw6kpk?authuser=0&hl=en&rclk=1,Restaurant,,4.9,21,3:30-7 PM,"food truck, lumpia, halo halo, fan, karekare",
Pinay Gigi Filipino Store,10432 S Choctaw Dr,Baton Rouge,LA,70815,US,(225) 272-1445,,https://www.google.com/maps/place/Pinay+Gigi+Filipino+Store/data=!4m7!3m6!1s0x8626a326012483db:0x351b4e81d13c13b9!8m2!3d30.4718185!4d-91.0684245!16s%2Fg%2F1ptw7sy91!19sChIJ24MkASajJoYRuRM80YFOGzU?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.8,13,10 AM-7 PM,,
Pinoy Asian Market,2203 US-171,Lake Charles,LA,70601,US,(337) 602-6171,,https://www.google.com/maps/place/Pinoy+Asian+Market/data=!4m7!3m6!1s0x863b8483c5f6fc3d:0x895cd769dfeb37fa!8m2!3d30.2657672!4d-93.1813557!16s%2Fg%2F11bvvy0rlr!19sChIJPfz2xYOEO4YR-jfr32nXXIk?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.5,182,11 AM-7 PM,"prices, selection, filipino food, snacks, thai, lemongrass, cash, people",
Baryo,102 S Walnut St,Muncie,IN,47305,US,(317) 721-6209,https://baryomuncie.square.site/,"https://www.google.com/maps/place/Baryo/@40.1935404,-85.3864082,17z/data=!3m1!4b1!4m6!3m5!1s0x88153d0076fda9e1:0x164bfc2e88302e0f!8m2!3d40.1935404!4d-85.3864082!16s%2Fg%2F11w3b6dmq8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDgyNS4wIKXMDSoASAFQAw%3D%3D",Restaurant,,4.8,90,"11 AM-3 PM, 4-8 PM","cost, atmosphere, bento box, pork adobo, the menu, pancit, chicken adobo, mouth, chicken afritada, dumplings",
